session_id,task_id,model,domain,difficulty,source,tool_selected,tool_correct,final_correct,cost,input_tokens,output_tokens,steps
bl_gemini_20_flash_calendar_015_89e1fc,calendar_015,gemini_20_flash,calendar,easy,synthetic,,False,True,3.0900000000000006e-05,109,50,2
bl_gemini_20_flash_weather_072_962685,weather_072,gemini_20_flash,weather,medium,synthetic,,False,True,7.79e-05,143,159,2
bl_gemini_20_flash_calendar_026_1f626e,calendar_026,gemini_20_flash,calendar,easy,synthetic,,False,True,6.64e-05,132,133,2
bl_gemini_20_flash_calendar_041_6efa9d,calendar_041,gemini_20_flash,calendar,easy,synthetic,,False,True,5.2e-05,132,97,2
bl_gemini_20_flash_toolbench_syn_0079_a0bc6d,toolbench_syn_0079,gemini_20_flash,medical,hard,toolbench_synthetic,,False,False,4.380000000000001e-05,110,82,2
bl_gemini_20_flash_weather_013_c075b0,weather_013,gemini_20_flash,weather,easy,synthetic,,False,True,4.42e-05,122,80,2
bl_gemini_20_flash_toolbench_syn_0027_c56ec7,toolbench_syn_0027,gemini_20_flash,weather,medium,toolbench_synthetic,,False,False,3.96e-05,120,69,2
bl_gemini_20_flash_weather_058_11e712,weather_058,gemini_20_flash,weather,medium,synthetic,,False,True,0.0001195,159,259,2
bl_deepseek_v3_weather_089_5b56a3,weather_089,deepseek_v3,weather,medium,synthetic,,False,True,0.0002859,130,228,2
bl_deepseek_v3_halueval_0039_aece23,halueval_0039,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00028131,553,120,5
bl_deepseek_v3_toolbench_syn_0003_4db6e9,toolbench_syn_0003,deepseek_v3,calendar,hard,toolbench_synthetic,create_event,True,True,0.00032072,536,160,8
bl_deepseek_v3_weather_097_fd813a,weather_097,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.0006674,940,376,8
bl_deepseek_v3_calendar_100_94f50e,calendar_100,deepseek_v3,calendar,medium,synthetic,get_events,True,False,0.00030013,529,143,5
bl_deepseek_v3_calendar_032_b9c405,calendar_032,deepseek_v3,calendar,easy,synthetic,get_events,True,False,0.00019163,339,91,5
bl_deepseek_v3_medical_098_491c3e,medical_098,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00059336,1118,265,11
bl_deepseek_v3_weather_051_a1cff3,weather_051,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00066008,424,496,5
bl_deepseek_v3_calendar_021_2ab213,calendar_021,deepseek_v3,calendar,easy,synthetic,create_event,True,True,0.00039303,649,198,8
bl_deepseek_v3_toolbench_syn_0058_6f9267,toolbench_syn_0058,deepseek_v3,weather,easy,toolbench_synthetic,get_forecast,False,False,0.00030005,545,139,8
bl_deepseek_v3_toolbench_syn_0070_4b76e8,toolbench_syn_0070,deepseek_v3,medical,hard,toolbench_synthetic,get_patient_record,True,False,0.00014953,289,65,5
bl_deepseek_v3_weather_038_b35029,weather_038,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.00033096,468,186,5
bl_deepseek_v3_calendar_061_348d68,calendar_061,deepseek_v3,calendar,medium,synthetic,,False,False,0.00028258,134,224,2
bl_deepseek_v3_weather_005_0f5832,weather_005,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.00017849,327,82,5
bl_deepseek_v3_calendar_081_cfc406,calendar_081,deepseek_v3,calendar,medium,synthetic,create_event,True,True,0.00082407,1451,393,11
bl_deepseek_v3_toolbench_syn_0004_a6e80c,toolbench_syn_0004,deepseek_v3,weather,hard,toolbench_synthetic,get_weather,True,False,0.00030653,569,139,8
bl_deepseek_v3_calendar_089_52b5e4,calendar_089,deepseek_v3,calendar,medium,synthetic,,False,True,0.00025865,135,202,2
bl_deepseek_v3_toolbench_syn_0074_e08b43,toolbench_syn_0074,deepseek_v3,weather,medium,toolbench_synthetic,get_weather,True,False,0.00018071,323,85,5
bl_deepseek_v3_halueval_0053_9ee366,halueval_0053,deepseek_v3,knowledge,hard,halueval,,False,False,0.00021398,214,142,2
bl_deepseek_v3_halueval_0068_6a562f,halueval_0068,deepseek_v3,knowledge,hard,halueval,,False,False,0.00027084,502,123,3
bl_deepseek_v3_weather_094_44dd89,weather_094,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00084443,1119,493,8
bl_deepseek_v3_toolbench_syn_0040_f831b7,toolbench_syn_0040,deepseek_v3,medical,medium,toolbench_synthetic,get_patient_record,True,False,0.00014073,289,57,5
bl_deepseek_v3_medical_093_db47d2,medical_093,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00023067,341,126,5
bl_deepseek_v3_weather_095_d4d704,weather_095,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00063545,895,358,8
bl_deepseek_v3_halueval_0008_c1d1dd,halueval_0008,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00027173,489,127,5
bl_deepseek_v3_halueval_0007_bd8033,halueval_0007,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00033147,531,171,5
bl_deepseek_v3_calendar_088_4dbf7a,calendar_088,deepseek_v3,calendar,medium,synthetic,get_events,True,False,0.00028659,487,141,5
bl_deepseek_v3_medical_014_bb8bc8,medical_014,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00013911,283,57,5
bl_deepseek_v3_toolbench_syn_0034_426e43,toolbench_syn_0034,deepseek_v3,calendar,easy,toolbench_synthetic,get_events,False,True,0.00021332,346,109,5
bl_deepseek_v3_calendar_028_5d9985,calendar_028,deepseek_v3,calendar,easy,synthetic,create_event,True,True,0.00043224,672,228,8
bl_deepseek_v3_weather_007_20fdda,weather_007,deepseek_v3,weather,easy,synthetic,get_weather,True,True,0.00020579,367,97,5
bl_deepseek_v3_weather_012_1ff913,weather_012,deepseek_v3,weather,easy,synthetic,get_forecast,False,True,0.00048027,691,267,8
bl_deepseek_v3_halueval_0042_8c3020,halueval_0042,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00029215,475,149,5
bl_deepseek_v3_medical_047_b09124,medical_047,deepseek_v3,medical,easy,synthetic,check_drug_interaction,True,True,0.00038128,634,191,8
bl_deepseek_v3_toolbench_syn_0096_ea1fce,toolbench_syn_0096,deepseek_v3,weather,medium,toolbench_synthetic,get_historical,False,False,0.00030848,454,169,5
bl_deepseek_v3_halueval_0025_fa6963,halueval_0025,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00030305,495,154,5
bl_deepseek_v3_toolbench_syn_0045_8c452b,toolbench_syn_0045,deepseek_v3,weather,easy,toolbench_synthetic,get_weather,True,False,0.00017824,322,83,5
bl_deepseek_v3_halueval_0026_5a12d6,halueval_0026,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.0003027,510,150,5
bl_deepseek_v3_weather_027_8a244e,weather_027,deepseek_v3,weather,easy,synthetic,get_weather,True,True,0.00028474,362,170,5
bl_deepseek_v3_weather_090_04e405,weather_090,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00084624,1472,408,11
bl_deepseek_v3_medical_063_19f1ad,medical_063,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00025242,336,147,5
bl_deepseek_v3_weather_078_deca6e,weather_078,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00078729,1437,363,11
bl_deepseek_v3_calendar_085_b996a5,calendar_085,deepseek_v3,calendar,medium,synthetic,create_event,True,True,0.00077516,1388,364,11
bl_deepseek_v3_medical_008_9d4d0e,medical_008,deepseek_v3,medical,easy,synthetic,schedule_appointment,True,True,0.00035789,637,169,8
bl_deepseek_v3_calendar_001_8392c7,calendar_001,deepseek_v3,calendar,easy,synthetic,create_event,True,True,0.00028544,332,178,5
bl_deepseek_v3_halueval_0019_4de18c,halueval_0019,deepseek_v3,knowledge,hard,halueval,,False,False,0.00018017,211,112,2
bl_deepseek_v3_weather_096_779d80,weather_096,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00075256,408,584,5
bl_deepseek_v3_toolbench_syn_0094_2af51a,toolbench_syn_0094,deepseek_v3,medical,medium,toolbench_synthetic,check_drug_interaction,False,False,0.00033499,597,158,8
bl_deepseek_v3_calendar_056_3f8eb3,calendar_056,deepseek_v3,calendar,medium,synthetic,get_events,True,True,0.00023631,423,111,5
bl_deepseek_v3_medical_031_228044,medical_031,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00016441,283,80,5
bl_deepseek_v3_calendar_083_ea39ba,calendar_083,deepseek_v3,calendar,medium,synthetic,create_event,True,True,0.0009134,1460,472,11
bl_deepseek_v3_toolbench_syn_0062_b538d3,toolbench_syn_0062,deepseek_v3,weather,hard,toolbench_synthetic,get_historical,False,False,0.00035219,457,208,5
bl_deepseek_v3_toolbench_syn_0053_380ba5,toolbench_syn_0053,deepseek_v3,weather,easy,toolbench_synthetic,get_weather,True,False,0.00028135,545,122,8
bl_deepseek_v3_medical_038_070d1c,medical_038,deepseek_v3,medical,easy,synthetic,schedule_appointment,True,True,0.00044478,694,234,8
bl_deepseek_v3_toolbench_syn_0023_10b271,toolbench_syn_0023,deepseek_v3,medical,hard,toolbench_synthetic,schedule_appointment,False,True,0.00019419,267,111,5
bl_deepseek_v3_calendar_072_60fc4e,calendar_072,deepseek_v3,calendar,medium,synthetic,get_events,True,False,0.00026389,407,140,5
bl_deepseek_v3_toolbench_syn_0093_1480f5,toolbench_syn_0093,deepseek_v3,calendar,medium,toolbench_synthetic,get_events,False,False,0.00021539,317,118,5
bl_deepseek_v3_weather_086_0b8942,weather_086,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00077986,1438,356,9
bl_deepseek_v3_toolbench_syn_0013_30b184,toolbench_syn_0013,deepseek_v3,medical,medium,toolbench_synthetic,,False,True,9.163e-05,99,59,2
bl_deepseek_v3_calendar_054_db7876,calendar_054,deepseek_v3,calendar,medium,synthetic,get_events,True,False,0.00027577,451,140,5
bl_deepseek_v3_weather_039_568b93,weather_039,deepseek_v3,weather,easy,synthetic,get_weather,True,True,0.00020855,365,100,5
bl_deepseek_v3_toolbench_syn_0092_2d6c71,toolbench_syn_0092,deepseek_v3,medical,hard,toolbench_synthetic,get_patient_record,True,False,0.0001443,290,60,5
bl_deepseek_v3_calendar_007_a373ad,calendar_007,deepseek_v3,calendar,easy,synthetic,get_events,True,False,0.00019161,343,90,5
bl_deepseek_v3_toolbench_syn_0048_8280c1,toolbench_syn_0048,deepseek_v3,medical,hard,toolbench_synthetic,get_patient_record,True,False,0.0001443,290,60,5
bl_deepseek_v3_halueval_0028_dbc941,halueval_0028,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.0002831,470,142,5
bl_deepseek_v3_halueval_0089_dfe8f6,halueval_0089,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00033061,483,182,5
bl_deepseek_v3_weather_070_79b0ba,weather_070,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00076608,1004,450,8
bl_deepseek_v3_weather_032_0d635a,weather_032,deepseek_v3,weather,easy,synthetic,get_weather,True,True,0.00027816,358,165,5
bl_deepseek_v3_medical_045_42f7a8,medical_045,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00014787,291,63,5
bl_deepseek_v3_calendar_059_2082ec,calendar_059,deepseek_v3,calendar,medium,synthetic,create_event,True,True,0.00104762,1896,487,12
bl_deepseek_v3_halueval_0085_c5044f,halueval_0085,deepseek_v3,knowledge,hard,halueval,,False,False,0.00024677,201,175,2
bl_deepseek_v3_medical_068_e45850,medical_068,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.00080248,1644,326,14
bl_deepseek_v3_medical_034_00cb92,medical_034,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00014401,293,59,5
bl_deepseek_v3_weather_009_56380d,weather_009,deepseek_v3,weather,easy,synthetic,get_forecast,False,False,0.00080395,1185,440,11
bl_deepseek_v3_halueval_0001_835340,halueval_0001,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00023501,463,100,5
bl_deepseek_v3_medical_092_0dd50c,medical_092,deepseek_v3,medical,medium,synthetic,,False,True,0.00018945,115,144,2
bl_deepseek_v3_medical_062_1bbf90,medical_062,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.0008133,1680,327,14
bl_deepseek_v3_toolbench_syn_0024_580407,toolbench_syn_0024,deepseek_v3,medical,easy,toolbench_synthetic,get_patient_record,True,False,0.00015829,297,71,5
bl_deepseek_v3_calendar_033_9b16d9,calendar_033,deepseek_v3,calendar,easy,synthetic,create_event,True,True,0.00055958,1054,250,11
bl_deepseek_v3_toolbench_syn_0022_b9ef66,toolbench_syn_0022,deepseek_v3,weather,medium,toolbench_synthetic,get_forecast,False,False,0.00033589,417,203,5
bl_deepseek_v3_weather_003_c4accf,weather_003,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.000222,370,111,5
bl_deepseek_v3_calendar_099_871324,calendar_099,deepseek_v3,calendar,medium,synthetic,create_event,True,False,0.00104982,1676,543,11
bl_deepseek_v3_halueval_0088_3f54f2,halueval_0088,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.0002876,450,151,5
bl_deepseek_v3_weather_019_a7700a,weather_019,deepseek_v3,weather,easy,synthetic,,False,True,0.00035522,126,292,2
bl_deepseek_v3_medical_064_832bec,medical_064,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.00061951,1113,290,11
bl_deepseek_v3_weather_077_b54bfb,weather_077,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00056299,867,299,8
bl_deepseek_v3_medical_054_a87d28,medical_054,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.00057924,1082,261,11
bl_deepseek_v3_toolbench_syn_0051_10736b,toolbench_syn_0051,deepseek_v3,medical,hard,toolbench_synthetic,,False,True,9.96e-05,100,66,2
bl_deepseek_v3_halueval_0071_085254,halueval_0071,deepseek_v3,knowledge,medium,halueval,,False,False,0.00013075,195,71,2
bl_deepseek_v3_toolbench_syn_0014_5361f5,toolbench_syn_0014,deepseek_v3,calendar,easy,toolbench_synthetic,create_event,True,True,0.00030532,536,146,8
bl_deepseek_v3_calendar_044_05ab66,calendar_044,deepseek_v3,calendar,easy,synthetic,get_events,True,False,0.00022845,345,123,5
bl_deepseek_v3_halueval_0049_ea7313,halueval_0049,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00028015,455,143,5
bl_deepseek_v3_calendar_080_219ca3,calendar_080,deepseek_v3,calendar,medium,synthetic,get_events,True,False,0.00031251,583,141,5
bl_deepseek_v3_calendar_045_e3cfa5,calendar_045,deepseek_v3,calendar,easy,synthetic,,False,True,8.119000000000001e-05,97,50,2
bl_deepseek_v3_calendar_034_ad814b,calendar_034,deepseek_v3,calendar,easy,synthetic,get_events,True,True,0.00035729,537,193,5
bl_deepseek_v3_medical_081_a457f9,medical_081,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00022577,331,124,5
bl_deepseek_v3_weather_067_d27aca,weather_067,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00084282,1056,507,8
bl_deepseek_v3_halueval_0006_631b9d,halueval_0006,deepseek_v3,knowledge,medium,halueval,search_knowledge,True,False,0.00049849,897,233,6
bl_deepseek_v3_medical_070_6f6f01,medical_070,deepseek_v3,medical,medium,synthetic,,False,False,0.00023675,115,187,2
bl_deepseek_v3_medical_009_7c0671,medical_009,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00013828,284,56,5
bl_deepseek_v3_calendar_046_2669bc,calendar_046,deepseek_v3,calendar,easy,synthetic,,False,False,0.00015755,115,115,2
bl_deepseek_v3_halueval_0032_14c772,halueval_0032,deepseek_v3,knowledge,medium,halueval,,False,False,0.00015524,192,94,2
bl_deepseek_v3_halueval_0066_de700a,halueval_0066,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00036808,524,206,5
bl_deepseek_v3_toolbench_syn_0041_c32997,toolbench_syn_0041,deepseek_v3,medical,easy,toolbench_synthetic,get_patient_record,True,False,0.0001443,290,60,5
bl_deepseek_v3_medical_078_2c08de,medical_078,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.00036375,345,246,5
bl_deepseek_v3_halueval_0065_e13905,halueval_0065,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00026685,475,126,5
bl_deepseek_v3_toolbench_syn_0017_68e0f1,toolbench_syn_0017,deepseek_v3,weather,hard,toolbench_synthetic,get_historical,False,False,0.00029505,445,159,5
bl_deepseek_v3_halueval_0048_63a23b,halueval_0048,deepseek_v3,knowledge,medium,halueval,,False,False,0.00021664,452,86,3
bl_deepseek_v3_weather_018_66fb37,weather_018,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.00031475,465,172,5
bl_deepseek_v3_weather_021_90bcd3,weather_021,deepseek_v3,weather,easy,synthetic,get_weather,True,True,0.00020697,351,102,5
bl_deepseek_v3_medical_039_a87fcb,medical_039,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00016821,293,81,5
bl_deepseek_v3_calendar_031_582726,calendar_031,deepseek_v3,calendar,easy,synthetic,create_event,True,True,0.0003549,630,168,8
bl_deepseek_v3_medical_097_6f51c0,medical_097,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00023737,321,137,5
bl_deepseek_v3_medical_087_0687cb,medical_087,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.00023864,342,133,5
bl_deepseek_v3_toolbench_syn_0000_01d5a2,toolbench_syn_0000,deepseek_v3,weather,easy,toolbench_synthetic,get_forecast,False,False,0.00018787,321,92,5
bl_deepseek_v3_toolbench_syn_0036_d1d3b4,toolbench_syn_0036,deepseek_v3,calendar,easy,toolbench_synthetic,create_event,True,True,0.00037396,338,257,5
bl_deepseek_v3_calendar_050_581d63,calendar_050,deepseek_v3,calendar,easy,synthetic,delete_event,True,True,0.00015301,253,77,5
bl_deepseek_v3_medical_004_828bc5,medical_004,deepseek_v3,medical,easy,synthetic,get_patient_record,True,True,0.00014374,292,59,5
bl_deepseek_v3_calendar_091_eeb1f3,calendar_091,deepseek_v3,calendar,medium,synthetic,,False,True,0.00028285,135,224,2
bl_deepseek_v3_toolbench_syn_0087_f78441,toolbench_syn_0087,deepseek_v3,medical,easy,toolbench_synthetic,check_drug_interaction,False,False,0.00037449,617,189,8
bl_deepseek_v3_toolbench_syn_0098_f1e9e9,toolbench_syn_0098,deepseek_v3,calendar,medium,toolbench_synthetic,create_event,True,True,0.00034358,584,169,8
bl_deepseek_v3_halueval_0018_431fbb,halueval_0018,deepseek_v3,knowledge,hard,halueval,,False,False,0.0001875,230,114,2
bl_deepseek_v3_medical_002_661b31,medical_002,deepseek_v3,medical,easy,synthetic,check_drug_interaction,True,True,0.0003067,590,134,8
bl_deepseek_v3_weather_015_3d8c4e,weather_015,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.0002348,340,130,5
bl_deepseek_v3_weather_056_779cb9,weather_056,deepseek_v3,weather,medium,synthetic,,False,True,0.0002342,130,181,2
bl_deepseek_v3_weather_076_b5f1cb,weather_076,deepseek_v3,weather,medium,synthetic,,False,True,0.0003048299999999,139,243,2
bl_deepseek_v3_medical_085_bf7fd4,medical_085,deepseek_v3,medical,medium,synthetic,get_patient_record,True,True,0.0002288,330,127,5
bl_deepseek_v3_weather_040_a64382,weather_040,deepseek_v3,weather,easy,synthetic,get_forecast,True,True,0.00023565,335,132,5
bl_deepseek_v3_toolbench_syn_0091_9b13a1,toolbench_syn_0091,deepseek_v3,calendar,easy,toolbench_synthetic,get_events,False,False,0.00016647,311,75,5
bl_deepseek_v3_halueval_0060_e20fc4,halueval_0060,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00025952,456,124,5
bl_deepseek_v3_calendar_079_98a416,calendar_079,deepseek_v3,calendar,medium,synthetic,create_event,True,True,0.00056472,796,318,8
bl_deepseek_v3_medical_013_b244e3,medical_013,deepseek_v3,medical,easy,synthetic,schedule_appointment,True,True,0.00034967,631,163,8
bl_deepseek_v3_medical_058_eed598,medical_058,deepseek_v3,medical,medium,synthetic,get_patient_record,True,False,0.00077763,1609,312,14
bl_deepseek_v3_halueval_0072_f6acb1,halueval_0072,deepseek_v3,knowledge,medium,halueval,,False,False,0.00021761,203,148,2
bl_deepseek_v3_halueval_0020_4dc07b,halueval_0020,deepseek_v3,knowledge,hard,halueval,search_knowledge,True,False,0.00029072,486,145,5
bl_deepseek_v3_weather_068_048ead,weather_068,deepseek_v3,weather,medium,synthetic,,False,True,0.0002397,130,186,2
bl_deepseek_v3_halueval_0076_7c38d4,halueval_0076,deepseek_v3,knowledge,hard,halueval,,False,False,0.00035873,579,184,3
bl_deepseek_v3_weather_100_010ab2,weather_100,deepseek_v3,weather,medium,synthetic,get_weather,True,True,0.00058811,463,421,5
